,uid,Batch,RBP,prefix,bam_0,bam_1,bam_control,plus_0,plus_1,plus_control,minus_0,minus_1,minus_control,bed_0,bed_1,idr,Cell Line
10,4017,batch10,PSMA1,encode4_batch10.4017,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4017_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4017_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4017_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4017_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4017_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4017_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4017_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4017_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4017_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4017_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4017_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch10_IDR/results/4017_CLIP1_rep1.vs.4017_CLIP2_rep2.bed,K562
11,4018,batch10,EIF4E,encode4_batch10.4018,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4018_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4018_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4018_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4018_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4018_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4018_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4018_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4018_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4018_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4018_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4018_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch10_IDR/results/4018_CLIP1_rep1.vs.4018_CLIP2_rep2.bed,K562
12,4019,batch10,KPNB1,encode4_batch10.4019,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4019_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4019_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4019_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4019_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4019_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4019_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4019_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4019_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4019_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4019_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4019_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch10_IDR/results/4019_CLIP1_rep1.vs.4019_CLIP2_rep2.bed,K562
13,4020,batch10,DEK,encode4_batch10.4020,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4020_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4020_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4020_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4020_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4020_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4020_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4020_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4020_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4020_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4020_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4020_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch10_IDR/results/4020_CLIP1_rep1.vs.4020_CLIP2_rep2.bed,HepG2
14,4022,batch10,PSMA1,encode4_batch10.4022,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4022_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4022_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4022_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4022_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4022_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4022_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4022_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4022_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4022_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4022_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4022_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch10_IDR/results/4022_CLIP1_rep1.vs.4022_CLIP2_rep2.bed,HepG2
15,4023,batch10,RBFOX3,encode4_batch10.4023,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4023_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4023_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4023_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4023_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4023_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4023_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4023_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4023_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4023_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4023_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch10.4023_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch10_IDR/results/4023_CLIP1_rep1.vs.4023_CLIP2_rep2.bed,HepG2
16,4035,batch11a,NCL,encode4_batch11a.4035,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4035_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4035_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4035_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4035_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4035_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4035_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4035_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4035_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4035_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4035_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4035_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch11a_IDR/results/4035_CLIP1_rep1.vs.4035_CLIP2_rep2.bed,K562
17,4037,batch11a,EEF2,encode4_batch11a.4037,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4037_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4037_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4037_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4037_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4037_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4037_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4037_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4037_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4037_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4037_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4037_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch11a_IDR/results/4037_CLIP1_rep1.vs.4037_CLIP2_rep2.bed,K562
18,4040,batch11a,GARS,encode4_batch11a.4040,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4040_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4040_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4040_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4040_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4040_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4040_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4040_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4040_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4040_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4040_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4040_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch11a_IDR/results/4040_CLIP1_rep1.vs.4040_CLIP2_rep2.bed,K562
19,4044,batch11a,ELAVL1,encode4_batch11a.4044,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4044_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4044_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4044_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4044_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4044_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4044_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4044_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4044_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4044_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4044_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4044_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch11a_IDR/results/4044_CLIP1_rep1.vs.4044_CLIP2_rep2.bed,K562
20,4047,batch11a,NSUN4,encode4_batch11a.4047,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4047_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4047_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4047_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4047_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4047_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4047_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4047_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4047_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4047_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4047_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4047_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch11a_IDR/results/4047_CLIP1_rep1.vs.4047_CLIP2_rep2.bed,K562
21,4052,batch11a,TAF9,encode4_batch11a.4052,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4052_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4052_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4052_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.bam,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4052_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4052_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4052_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.pos.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4052_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4052_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4052_CLIP1_INPUT.umi.r1.fq.genome-mappedSoSo.rmDupSo.norm.neg.bw,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4052_CLIP1_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_hg38/encode4_batch11a.4052_CLIP2_CLIP.umi.r1.fq.genome-mappedSoSo.rmDupSo.peakClusters.normed.compressed.sorted.blacklist-removed.bed,/projects/ps-yeolab5/encore/processing/encore_master_IDR_hg38/results/encore_master_batch11a_IDR/results/4052_CLIP1_rep1.vs.4052_CLIP2_rep2.bed,K562
